Description,Solution,Prediction rank,Predictions
marked by skill in deception,tricksy,7,"['dodgy', 'slick', 'knavish', 'crafty', 'tricky', 'sly', 'tricksy', 'guileful', 'cunning', 'slicked', 'foxy', 'underhanded', 'sneaky', 'craftiness', 'crafted', 'crafting', 'legerdemain', 'play', 'craft', 'slyness', 'guile', 'flimflam', 'double', 'humbug', 'deceit', 'jugglery', 'braids', 'braid', 'cog', 'cogs', 'slur', 'slurring', 'mendacious', 'impose', 'artifice', 'prestidigitation', 'feign', 'subterfuge', 'trifle', 'sleight', 'trick', 'dissimulate', 'maze', 'gull', 'gulls', 'duplicitous', 'delusion', 'imposture', 'fancy', 'fraud', 'know', 'knows', 'overreach', 'overreaching', 'collude', 'trumpery', 'subtlety', 'mislead', 'deception', 'imposition', 'sham', 'staged', 'stage', 'artful', 'gloss', 'glossed', 'glossing', 'counterfeit', 'counterfeiting', 'illusion', 'fraudulent', 'deceitful', 'lease', 'fraudulence', 'ulterior', 'insincere', 'falsify', 'fake', 'manipulate', 'cook', 'misrepresent', 'misrepresented', 'falsifying', 'falsified', 'cooked', 'chicanery', 'detected', 'detect', 'detecting', 'misleading', 'diddle', 'shenanigan', 'skilful', 'hoax', 'repertoire', 'cheat', 'cheated', 'bluff', 'dishonest', 'dishonorable', 'fallacy', 'skillful', 'fickle', 'illusory', 'trump', 'trumps', 'trumping', 'resolution', 'false', 'rumble', 'mendacity', 'selling', 'sell', 'artistic', 'skullduggery', 'victimized', 'victimize', 'falsehood', 'dishonesty', 'circumvention', 'meretricious', 'cod', 'lies', 'lie', 'obliquity', 'deceptiveness', 'crookedness', 'deviousness', 'stunting', 'stunt', 'yankee', 'deceiving', 'deceptive', 'disguise', 'disguised', 'illusive', 'gammon', 'shoddy', 'abuse', 'abused', 'clever', 'skilled', 'misinform', 'delicate', 'hoodwink', 'hornswoggle', 'string', 'stringing', 'strings', 'doctoring', 'doctor', 'doctored', 'knickknack', 'perjury', 'jive', 'gab', 'illusionist', 'fail', 'skilling', 'simulation', 'impostor', 'fabled', 'fable', 'duplicity', 'fiction', 'fabricate', 'cramming', 'cram', 'hose', 'hosed', 'proficiency', 'put', 'neat', 'abusive', 'juggler', 'fluency', 'delude']"
showing great reverence for god,worshipful,1,"['worshipful', 'reverent', 'godly', 'piety', 'religious', 'pious', 'reverential', 'reverence', 'reverently', 'reverentially', 'devout', 'impious', 'veneration', 'ungodly', 'fear', 'fearing', 'feared', 'worship', 'venerable', 'redoubtable', 'love', 'sublime', 'reverend', 'irreverently', 'deferential', 'deferent', 'homage', 'godless', 'leg', 'legs', 'leh', 'condemning', 'adorning', 'adorned', 'adorn', 'numinous', 'honoring', 'honor', 'honors', 'incredibly', 'revere', 'revered', 'thanksgiving', 'murti', 'servicing', 'service', 'services', 'testimony', 'adored', 'adore', 'awfulness', 'divinity', 'bhakti', 'dreadful', 'deify', 'deity', 'awestruck', 'devoutly', 'cult', 'pray', 'knee', 'godliness', 'bless', 'dread', 'dreads', 'dreaded', 'venerating', 'venerate', 'spirituality', 'sacrilegious', 'profane', 'profaned', 'blasphemous', 'deification', 'blaspheme', 'blasphemously', 'sign', 'signed', 'awed', 'aww', 'awe', 'epiphany', 'irreverent', 'confessing', 'confess', 'repenting', 'repent', 'serve', 'oath', 'prophesying', 'prophesy', 'petition', 'prayer', 'holiness', 'hallow', 'hallows', 'homiletics', 'revelation', 'fearful', 'devoutness', 'revivalism', 'offer', 'iconoclast', 'prayerful', 'profanely', 'irreligion', 'divine', 'divined', 'godlike', 'commendably', 'sanctimony', 'jesus', 'providentially', 'mystical', 'sinning', 'sin', 'theologian', 'secularize', 'august', 'theologically', 'renewed', 'renewing', 'adoration', 'theocratic', 'courting', 'court', 'fanatic', 'religion', 'resurrection', 'word', 'rationalism', 'naturalism', 'restoration', 'cultism', 'idolatry', 'devotion', 'puff', 'puffed', 'sacred', 'hallowed', 'adieu', 'religiousness', 'religiosity', 'tolerant', 'blasphemy', 'loving', 'acclaim', 'herald', 'acclaimed', 'heralding', 'sacrament', 'sanctimonious', 'repentant', 'godhead']"
an association of criminals,mob,4,"['pack', 'ring', 'rings', 'mob', 'gang', 'mobbing', 'involved', 'criminology', 'degree', 'anatomy', 'malefactor', 'principal', 'criminal', 'identifier', 'crim', 'criminalize', 'penitentiary', 'underworld', 'plotting', 'plotted', 'plot', 'soliciting', 'solicitation', 'solicitously', 'solicit', 'mafia', 'connection', 'mobster', 'felonious', 'cybercrime', 'criminality', 'crimefighter', 'suspect', 'posse', 'firm', 'lag', 'lah', 'syndicate', 'syndicated', 'henchman', 'het', 'heat', 'racketeering', 'racketeer', 'committal', 'commission', 'commissioning', 'familly', 'family', 'criminological', 'job', 'caper', 'outlaw', 'blackguard', 'dragnet', 'father', 'don', 'incrimination', 'dacoit', 'correctional', 'treason', 'tardy', 'lam', 'getaway', 'gangland', 'crime', 'accomplice', 'graft', 'recidivist', 'repeater', 'outlawry', 'fact', 'victim', 'arrest', 'interpol', 'offense', 'swat', 'guilty', 'decriminalize', 'fratricide', 'appellate', 'arson', 'underboss', 'correlation', 'interface', 'interfacing', 'sending', 'send', 'intent', 'premeditation', 'villainy', 'con', 'get', 'gangsta', 'delinquency', 'manhunt', 'prosecutorial', 'thug', 'accessory', 'inequity', 'untouchable', 'recidivism', 'convict', 'correlate', 'sp', 'abetting', 'clear', 'cleared', 'noxious', 'felon', 'crook', 'chaser', 'flagitious', 'innocence', 'suggest', 'suggestively', 'suggestibility', 'suggesting', 'culprit', 'parole', 'antisocial', 'scrapping', 'scrap', 'scraps', 'forfeits', 'forfeit', 'forfeited', 'flagrant', 'lurid', 'do', 'frame', 'lowlife', 'pound', 'pounded', 'penology', 'sting', 'robbery', 'roundup', 'detective', 'prosecute', 'suspiciously', 'dock', 'peach', 'confort', 'comforted', 'comforts', 'comfort', 'lurch', 'irredeemable', 'jailing', 'felony', 'theory', 'mind', 'mindfulness', 'criminologist', 'jailer', 'assault', 'partnership', 'p', 'prison', 'loansharking', 'implication', 'upsurge', 'crony', 'trusty', 'proportional', 'godfather', 'scene', 'recorded', 'record', 'instrumental', 'wild', 'sleuth', 'sleuthing', 'alibi', 'rifle', 'bribe', 'bribing', 'decision', 'murderous', 'form', 'overworld', 'inflaming', 'inflame', 'nest', 'nested', 'nesting']"
capable of being perceived especially by sight or hearing,perceivable,1,"['perceivable', 'perceptible', 'discernible', 'concreted', 'clairvoyant', 'sensible', 'hearing', 'vision', 'acute', 'indiscernible', 'sensibility', 'audible', 'sensitive', 'sentient', 'sensate', 'tangible', 'observed', 'sensitiveness', 'catch', 'manifest', 'heard', 'noticeable', 'evident', 'observable', 'rise', 'cognizable', 'paranoia', 'impalpable', 'intangible', 'receptivity', 'fathomable', 'differentiable', 'imperceptible', 'perception', 'percipient', 'pervious', 'viewable', 'faint', 'sight', 'sights', 'spying', 'spy', 'discern', 'apparent', 'esp', 'indistinguishable', 'intelligible', 'distinguishable', 'comprehensible', 'deaf', 'sighted', 'perceiver', 'perceptive', 'dull', 'dulled', 'see', 'viewing', 'view', 'sensibly', 'sensuous', 'inconspicuous', 'visible', 'seeing', 'beholding', 'discernable', 'imaginable', 'clear', 'cleared', 'perceiving', 'perceive', 'perceived', 'perseverance', 'obvious', 'sensing', 'sense', 'sensed', 'seer', 'resent', 'distinct', 'perceptual', 'agnosia', 'feel', 'feels', 'thinkable', 'inaudibly', 'aural', 'interpretable', 'explainable', 'sentience', 'clearness', 'sharp', 'hear', 'hallucination', 'thick', 'beholder', 'cloudy', 'invisible', 'undetectable', 'accessible', 'undetected', 'understandable', 'deafness', 'scent', 'scented', 'blindness', 'conceivable', 'rar', 'ear', 'imperceptibly', 'audibly', 'ocular', 'perspicacity', 'audiogram', 'drinks', 'drink', 'wit', 'brainpower', 'brains', 'brain', 'mentality', 'eye', 'eyes', 'cognize', 'transcendence', 'deafen', 'irritable', 'excitable', 'phenomenal', 'discoverable', 'farseeing', 'sagacity', 'range', 'ranged', 'ranging', 'insensibly', 'audibility', 'psychic', 'object', 'radar', 'imagination', 'sagacious', 'physical', 'specular', 'subliminal', 'phantasm', 'shadow', 'shadowed', 'apparition', 'perceptibly', 'transcendent', 'ugliness', 'blind', 'blinds', 'imagery', 'extrasensory', 'touch', 'touched', 'sightless', 'auricular', 'health', 'utterance']"
Eurasian plant cultivated for its seed and as a forage crop,rape,1,"['rape', 'raped', 'colza', 'raping', 'carnation', 'beet', 'lovage', 'radish', 'safflower', 'apple', 'horseradish', 'chickpea', 'turnip', 'fennel', 'perilla', 'belladonna', 'rice', 'rices', 'peach', 'madder', 'soybean', 'fenugreek', 'gram', 'mullein', 'rapeseed', 'flower', 'sugarcane', 'seeded', 'seeding', 'seed', 'sesame', 'cardamom', 'native', 'rowan', 'birdseed', 'semen', 'lucerne', 'alfalfa', 'tansy', 'rosemary', 'bluebottle', 'cornflower', 'mustard', 'ryegrass', 'seedling', 'soja', 'soya', 'soy', 'embryo', 'groundsel', 'saltbush', 'hellebore', 'cowpea', 'dianthus', 'anise', 'lotus', 'escaped', 'escape', 'shamrock', 'vinca', 'velvetleaf', 'carrot', 'arrowhead', 'catch', 'cropper', 'pea', 'cultivar', 'durian', 'mugwort', 'oat', 'henbit', 'tare', 'cowslip', 'cineraria', 'teff', 'cardoon', 'cyclamen', 'chamomile', 'bolt', 'maize', 'heirloom', 'sprouted', 'sprout', 'sprouting', 'dispersion', 'medlar', 'beans', 'bean', 'stinkweed', 'grain', 'oats', 'peanut', 'grazed', 'graze', 'jonquil', 'overgrow', 'burdock', 'parsley', 'pulse', 'pulsing', 'daisy', 'curcuma', 'stock', 'stocked', 'stocks', 'savoy', 'kudzu', 'longan', 'garden', 'flax', 'milfoil', 'coleus', 'oregano', 'marjoram', 'vegetated', 'vegetate', 'mushroom', 'crambe', 'arabica', 'asparagus', 'crip', 'cultivate', 'hardy', 'pinon', 'freesia', 'coltsfoot', 'guar', 'swede', 'cultured', 'farm', 'pasture', 'pigweed', 'valerian', 'croton', 'anemone', 'fruit', 'taro', 'acanthus', 'pomegranate', 'millet', 'ornamental', 'timothy', 'gardening', 'basil', 'houseplant', 'arum', 'goldfish', 'candytuft', 'nard', 'corned', 'corn', 'quinoa', 'mung', 'ruta', 'mesquite', 'sorghum', 'seedbed', 'cumin', 'honesty', 'medulla', 'coffee', 'parsnip', 'nutmeg', 'eurasian', 'herb', 'growth', 'drill', 'drilled', 'celery', 'aubergine', 'brinjal', 'eggplant', 'cultivated', 'savin', 'shoot', 'tea', 'gingko', 'aniseed', 'echinacea', 'fescue', 'chess', 'cheat', 'cheated', 'epimedium']"
consumption of alcoholic drinks,intemperance,1,"['intemperance', 'drinks', 'drink', 'scooping', 'scoop', 'small', 'booze', 'tiddly', 'imbibing', 'imbibe', 'stinger', 'guzzle', 'guzzling', 'boozy', 'fuddle', 'soaked', 'soak', 'intoxicate', 'inebriate', 'intoxicated', 'swizzle', 'bibulous', 'drunken', 'dram', 'spirituous', 'tope', 'drank', 'tanks', 'tank', 'drunkenness', 'drinking', 'boozing', 'grog', 'slug', 'slugging', 'tipple', 'spiking', 'lace', 'fortified', 'fortify', 'spikes', 'alcoholism', 'spirit', 'spirits', 'homebrew', 'alcoholic', 'hardware', 'potable', 'distillery', 'sherbet', 'sherbert', 'strong', 'stong', 'cocktail', 'abc', 'pony', 'ponies', 'juicer', 'rum', 'peg', 'dissipate', 'double', 'skink', 'piss', 'pissing', 'beer', 'drinker', 'poisoned', 'poison', 'poisoning', 'hogshead', 'hard', 'load', 'gill', 'proofs', 'proofed', 'tripling', 'triple', 'nightcap', 'lush', 'snifter', 'tincture', 'wine', 'brasserie', 'sobering', 'sober', 'medicine', 'virgin', 'ouzo', 'slivovitz', 'guzzler', 'souse', 'boozer', 'soaker', 'soused', 'prohibition', 'stimulated', 'stimulating', 'stimulate', 'alcohol', 'swilling', 'swill', 'bub', 'restorative', 'intemperate', 'soberness', 'sobriety', 'guinness', 'gillie', 'teetotal', 'libation', 'saloon', 'abstemious', 'soaking', 'denature', 'denatured', 'inebriated', 'drinkable', 'jigger', 'aperitif', 'bum', 'dop', 'stimulant', 'limeade', 'rotgut', 'tavern', 'absinthe', 'pub', 'lubricating', 'lubricate', 'overconsumption', 'cooler', 'use', 'sauce', 'influence', 'hooch', 'vinous', 'alcopop', 'creature', 'corned', 'corn', 'mumps', 'barroom', 'ethanol', 'cogs', 'cog', 'loaded', 'consumptive', 'ale', 'dry', 'sry', 'taproom', 'highball', 'schnapps', 'malt', 'nonalcoholic', 'consumption', 'chaser', 'cups', 'cup', 'cupped', 'bar', 'bars', 'barred', 'var', 'undrinkable', 'teetotalism', 'beverage', 'inebriation', 'intoxication', 'shot', 'tippler']"
a sedimentary rock consisting mainly of calcium that was deposited by the remains of marine animals,limestone,1,"['limestone', 'sandstone', 'aqueous', 'sediment', 'coquina', 'stalagmite', 'calcite', 'calcareous', 'dolostone', 'tufa', 'depositing', 'depositional', 'deposit', 'stalactite', 'quartzite', 'conglomerate', 'fossil', 'coralline', 'bones', 'chalky', 'caliche', 'sand', 'sanding', 'sands', 'pearl', 'incoherent', 'autochthonous', 'dolomite', 'ooze', 'mudstone', 'formation', 'sedimentary', 'sintering', 'sintered', 'sinter', 'fossilized', 'stratum', 'shale', 'petrology', 'sedimentology', 'rag', 'ragging', 'clastic', 'facies', 'epizootic', 'abalone', 'drifting', 'drift', 'sedimentation', 'claystone', 'placer', 'hardpan', 'travertine', 'lithology', 'ossuary', 'indigenous', 'sedentary', 'gritstone', 'siltstone', 'spicule', 'subaqueous', 'slate', 'argillite', 'aragonite', 'derivative', 'rocky', 'coral', 'chalk', 'estuarine', 'silt', 'marble', 'calcify', 'petrified', 'petrify', 'petrifying', 'fragmental', 'chert', 'stratification', 'mineralize', 'fragmentary', 'footprint', 'hornfels', 'lsd', 'greisen', 'matrix', 'chalking', 'outwash', 'pyroclastic', 'evaporite', 'armor', 'beachy', 'overburden', 'overburdened', 'stromatolite', 'leg', 'legs', 'leh', 'kame', 'sheet', 'sheets', 'slag', 'cement', 'cemented', 'coal', 'amethyst', 'basin', 'ledge', 'phyllite', 'loose', 'shingle', 'argentine', 'bed', 'bef', 'floor', 'gneiss', 'pegmatite', 'acid', 'os', 'decalcification', 'strontium', 'pool', 'marl', 'silex', 'detritus', 'cavernous', 'soil', 'shields', 'shield', 'secondary', 'wash', 'clay', 'basalt', 'petrography', 'monzonite', 'calcium', 'habit', 'reef', 'ca', 'turbidite', 'mineralization', 'stoning', 'stone', 'stoned', 'cementation', 'rocks', 'rock', 'gravelled', 'gravel', 'erratic', 'stratigraphy', 'footwall', 'superposition', 'mode', 'boulder', 'vesicular', 'tertiary', 'otolith', 'hoodoo', 'amphibolite', 'granule', 'schist', 'conformity', 'zircon', 'intrathecal', 'tilled', 'tilling', 'till', 'nonconformity', 'gabbro', 'outlier', 'moraine', 'rhyolite', 'breccia', 'nodule', 'dejection', 'geode']"
an absorbent aluminum silicate clay formed from volcanic ash,bentonite,1,"['bentonite', 'nepheline', 'bauxite', 'kaolinite', 'nica', 'mics', 'basic', 'ashfall', 'tufa', 'pyrophyllite', 'piperine', 'ironstone', 'acid', 'jadeite', 'isinglass', 'labradorite', 'laterite', 'kyanite', 'ssh', 'ash', 'beryl', 'pyroxene', 'fat', 'slam', 'slamming', 'silex', 'quartz', 'clay', 'silica', 'siliceous', 'spodumene', 'felsic', 'bole', 'pottery', 'slate', 'saturated', 'chert', 'opal', 'model', 'eruptive', 'amphibole', 'phlogopite', 'tephra', 'dacite', 'dogger', 'kaolin', 'silicic', 'argillaceous', 'cone', 'topaz', 'garnet', 'slag', 'feldspar', 'serpentine', 'silicate', 'almandine', 'magma', 'ejecta', 'stratovolcano', 'lime', 'limes', 'liming', 'bind', 'cementation', 'mantling', 'cai', 'flint', 'silicon', 'marl', 'chlorite', 'earthenware', 'clayey', 'obsidian', 'epidote', 'argillite', 'sweats', 'sweat', 'meerschaum', 'tremolite', 'extrusive', 'mafic', 'alu', 'alum', 'alim', 'rhyolite', 'silicosis', 'olivine', 'loess', 'breeze', 'blue', 'glauconite', 'basalt', 'pyrogenic', 'albite', 'sandstone', 'ashy', 'chrysotile', 'sintering', 'sintered', 'sinter', 'fireclay', 'acidic', 'cemented', 'cement', 'porcelain', 'pumice', 'selvage', 'pyroclastic', 'earthen', 'extravasation', 'eruption', 'vermiculite', 'cave', 'caving', 'pug', 'efflorescence', 'cob', 'abrasive', 'andesite', 'dejection', 'cinder', 'cinders', 'dolerite', 'terrestrial', 'alumina', 'bens', 'bend', 'bends', 'bended', 'ignimbrite', 'potassium', 'calamine', 'calcium', 'dolomite', 'residuary', 'adobe', 'earthing', 'earth', 'earthed', 'compo', 'ember', 'pasting', 'paste', 'molded', 'mold', 'chalking', 'chalk', 'invest', 'reef', 'sienna', 'alkali', 'gangue', 'lazuli', 'glass', 'loam', 'strong', 'stong', 'argentine', 'lake', 'aggregated', 'aggregate', 'tile', 'tiled', 'molding', 'tripoli', 'greywacke', 'phyllite', 'puy', 'esh', 'stalactite', 'umber', 'baths', 'bath', 'stalagmite', 'sill', 'monazite']"
a small pitcher for serving cream,creamer,1,"['creamer', 'jugs', 'jug', 'toby', 'ewer', 'vessel', 'caster', 'capsule', 'float', 'mug', 'growler', 'cruet', 'ladle', 'reliever', 'milkshake', 'beehive', 'ramekin', 'cupcake', 'tablespoon', 'teaspoon', 'pitcher', 'cup', 'cupped', 'cups', 'puff', 'puffed', 'pony', 'ponies', 'punchbowl', 'ream', 'drinks', 'drink', 'caroline', 'battery', 'guinness', 'sipping', 'sip', 'cruse', 'eggbeater', 'feeder', 'bowler', 'thrower', 'hurler', 'saucer', 'boll', 'kiss', 'kissing', 'patella', 'grasshopper', 'separator', 'rondo', 'jackman', 'demitasse', 'cream', 'spoons', 'spoon', 'sprinkles', 'sprinkle', 'snowball', 'doily', 'blini', 'toffee', 'dipper', 'parfait', 'stein', 'beaker', 'trumpets', 'doping', 'doped', 'eclair', 'brew', 'beak', 'brak', 'tom', 'pavlova', 'castor', 'snifter', 'jarred', 'jar', 'noggin', 'chip', 'sundae', 'liquor', 'rar', 'ear', 'dip', 'dio', 'dips', 'lozenge', 'gibson', 'dean', 'muffin', 'morsel', 'popsicle', 'lollipop', 'glass', 'lip', 'caddy', 'dosh', 'dish', 'dished', 'mineral', 'jimmies', 'pouring', 'twinkie', 'tincture', 'vial', 'barrel', 'cask', 'creamy', 'flurry', 'whip', 'poke', 'compote', 'ale', 'schnapps', 'hill', 'teapot', 'shell', 'dumplings', 'dumpling', 'regular', 'flask', 'shake', 'shakes', 'shaking', 'milking', 'milk', 'fark', 'pot', 'por', 'potted', 'bullpen', 'splashed', 'splashing', 'splash', 'sup', 'swallow', 'smasher', 'flagon', 'napoleon', 'server', 'bowie', 'platter', 'black', 'bowl', 'bowled', 'sopping', 'soo', 'sops', 'dribble', 'dribbling', 'sweet', 'dredger', 'shortcake', 'slurp', 'smashed', 'smash', 'smashing', 'southpaw', 'tube', 'tubes', 'receipts', 'receipt', 'drop', 'gelato', 'tablet', 'biscuit', 'nan', 'stoops', 'stoop', 'pellet', 'fooling', 'fool', 'button', 'shaker', 'tank', 'tanks', 'decanter', 'carafe', 'strainer', 'stirred', 'cap', 'caps', 'cao']"
the handwear used by fielders in playing baseball,mitt,1,"['mitt', 'pocket', 'baseball', 'scouts', 'scouting', 'scout', 'field', 'flied', 'catcher', 'backstop', 'fielding', 'bat', 'masking', 'shortstop', 'tagging', 'fieldsman', 'leg', 'legs', 'leh', 'catch', 'inner', 'boots', 'infielder', 'cage', 'leftfield', 'apple', 'lumber', 'shorts', 'short', 'softball', 'catching', 'fielder', 'base', 'nip', 'ballplayer', 'left', 'outfielder', 'first', 'pitched', 'pitch', 'spiking', 'spikes', 'ballfield', 'pill', 'pills', 'nox', 'box', 'diamond', 'diamonds', 'hardball', 'rights', 'right', 'overhand', 'plate', 'slide', 'pepper', 'peppered', 'backhand', 'receiver', 'hitter', 'slugger', 'nail', 'nailing', 'nails', 'retire', 'forces', 'force', 'handout', 'pad', 'psd', 'open', 'choke', 'choked', 'balloons', 'balloon', 'centerfield', 'center', 'slips', 'slipped', 'slip', 'slipping', 'battery', 'pusher', 'stretch', 'stretched', 'baseman', 'aboard', 'home', 'rundown', 'knuckler', 'putout', 'footy', 'kickball', 'bunt', 'sportswear', 'tight', 'paddling', 'third', 'stance', 'handball', 'out', 'aut', 'sporting', 'activewear', 'frontline', 'seconds', 'second', 'take', 'trapping', 'trapped', 'trap', 'pitching', 'splitter', 'die', 'dir', 'up', 'upping', 'ups', 'pitcher', 'mound', 'southpaw', 'in', 'paired', 'mated', 'slab', 'rbi', 'batting', 'checkerboard', 'muff', 'tice', 'points', 'point', 'spanker', 'slapper', 'shade', 'shades', 'footbag', 'dh', 'call', 'hole', 'ruth', 'robinson', 'young', 'gibson', 'williams', 'terry', 'carlton', 'schmidt', 'clemens', 'mays', 'johnson', 'dean', 'gloved', 'fumbling', 'fumble', 'dismiss', 'dismissed', 'shift', 'stadium', 'palm', 'submarine', 'ump', 'umpire', 'ball', 'rackets']"
